sku,description,principal,product_group,storage_condition,lines,units,sales_value_nzd,abc_velocity,abc_value,lines_per_day,pallets_per_week,pick_location,ground_faces,pick_bins,months_cover,counts_per_year
PH10410,Ondansetron 4mg/2ml Ampoule 10s,Tessaline Biologics,Injections,Below 25C,7.0,254.0,2687.32,C,C,0.08235294117647059,0.002766884531590414,Direct from reserve,0,0,5.165354330708661,2
PH10411,Cefuroxime 750mg Vial 5s,Dunmore Therapeutics,Injections,2-8C,4.0,142.0,4227.34,C,C,0.047058823529411764,0.003037433155080214,Direct from reserve,0,0,8.112676056338028,2
PH10412,Lidocaine 2% 5ml Ampoule 1s,Dunmore Therapeutics,Injections,Below 25C,0.0,0.0,0.0,D,D,0.0,0.0,No pick face,0,0,inf,1
PH10413,Metoclopramide 10mg/2ml Ampoule 1s,Dunmore Therapeutics,Injections,Below 25C,2.0,174.0,3852.36,C,C,0.023529411764705882,0.001599264705882353,Direct from reserve,0,0,11.126436781609195,2
PH10414,Furosemide 20mg/2ml Ampoule 5s,Tessaline Biologics,Injections,Below 25C,28.0,2098.0,52617.84,B,B,0.32941176470588235,0.03085294117647059,Shelving pick bin,0,1,8.945662535748331,4
PH10415,Metoclopramide 10mg/2ml Ampoule 10s,Clearford Infusions,Injections,2-8C,5.0,505.0,18518.350000000002,C,C,0.058823529411764705,0.009901960784313725,Direct from reserve,0,0,10.542574257425743,2
PH10416,Heparin 5000IU/ml 5ml Vial 1s,Tessaline Biologics,Injections,Below 25C,15.0,1308.0,39985.56,C,B,0.17647058823529413,0.008549019607843137,Direct from reserve,0,0,4.960244648318043,4
PH10417,Ketorolac 30mg/ml Ampoule 1s,Dunmore Therapeutics,Injections,2-8C,37.0,2136.0,68181.12000000001,B,B,0.43529411764705883,0.06980392156862746,Shelving pick bin,0,1,2.5786516853932584,4
PH10418,Ketorolac 30mg/ml Ampoule 10s,Tessaline Biologics,Injections,Below 25C,0.0,0.0,0.0,D,D,0.0,0.0,No pick face,0,0,inf,1
PH10419,Dexamethasone 4mg/ml Ampoule 10s,Clearford Infusions,Injections,Below 25C,19.0,1630.0,17946.3,C,C,0.2235294117647059,0.02130718954248366,Direct from reserve,0,0,6.539877300613497,2
PH10420,Enoxaparin 40mg Prefilled Syringe 10s,Tessaline Biologics,Injections,Below 25C,428.0,25371.0,500316.12,A,A,5.035294117647059,0.1554595588235294,Ground pick face,1,0,5.504710102085058,12
PH10421,Heparin 5000IU/ml 5ml Vial 5s,Tessaline Biologics,Injections,Below 25C,21.0,522.0,6519.78,C,C,0.24705882352941178,0.002558823529411765,Direct from reserve,0,0,19.0727969348659,2
PH10422,Amikacin 500mg/2ml Vial 10s,Dunmore Therapeutics,Injections,Below 25C,4.0,630.0,24318.0,C,C,0.047058823529411764,0.006862745098039215,Direct from reserve,0,0,3.0476190476190474,2
PH10423,Enoxaparin 40mg Prefilled Syringe 5s,Dunmore Therapeutics,Injections,Below 25C,11.0,723.0,13180.29,C,C,0.12941176470588237,0.008860294117647058,Direct from reserve,0,0,6.423236514522822,2
PH10424,Furosemide 20mg/2ml Ampoule 10s,Dunmore Therapeutics,Injections,Below 25C,4.0,41.0,175.07,C,C,0.047058823529411764,0.0002679738562091503,Direct from reserve,0,0,1.6585365853658536,2
PH10425,Dexamethasone 4mg/ml Ampoule 1s,Dunmore Therapeutics,Injections,2-8C,34.0,3175.0,15398.749999999998,B,C,0.4,0.0778186274509804,Shelving pick bin,0,1,8.14236220472441,2
PH10426,Ketorolac 30mg/ml Ampoule 5s,Clearford Infusions,Injections,2-8C,542.0,33340.0,537440.8,A,A,6.376470588235295,0.5447712418300653,Ground pick face,1,0,3.355608878224355,12
PH10427,Amikacin 500mg/2ml Vial 1s,Dunmore Therapeutics,Injections,Below 25C,492.0,45447.0,930754.56,A,A,5.788235294117647,0.3712990196078432,Ground pick face,1,0,4.920456795828107,12
PH10428,Hydrocortisone 100mg Vial 5s,Tessaline Biologics,Injections,2-8C,3.0,103.0,1988.9299999999998,C,C,0.03529411764705882,0.0012622549019607845,Direct from reserve,0,0,4.854368932038835,2
PH10429,Furosemide 20mg/2ml Ampoule 1s,Dunmore Therapeutics,Injections,Below 25C,10.0,317.0,12014.3,C,C,0.11764705882352941,0.010359477124183007,Direct from reserve,0,0,17.665615141955836,2
PH10430,Tramadol 100mg/2ml Ampoule 10s,Tessaline Biologics,Injections,Below 25C,68.0,9779.0,212302.09,B,A,0.8,0.044940257352941174,Shelving pick bin,0,1,1.8014111872379588,12
PH10431,Ceftriaxone 1g Vial 10s,Dunmore Therapeutics,Injections,Below 25C,15.0,1700.0,36346.0,C,B,0.17647058823529413,0.011111111111111112,Direct from reserve,0,0,1.6588235294117648,4
PH10432,Cefuroxime 750mg Vial 1s,Dunmore Therapeutics,Injections,Below 25C,553.0,50604.0,645707.04,A,A,6.5058823529411764,0.8268627450980393,Ground pick face,1,0,3.080151766658762,12
PH10433,Ceftriaxone 1g Vial 5s,Tessaline Biologics,Injections,Below 25C,2.0,16.0,270.24,C,C,0.023529411764705882,0.0005228758169934641,Direct from reserve,0,0,5.25,2
PH10434,Ceftriaxone 1g Vial 1s,Tessaline Biologics,Injections,2-8C,80.0,6212.0,102932.84,A,A,0.9411764705882353,0.05709558823529411,Ground pick face,1,0,6.473277527366387,12
PH10435,Ondansetron 4mg/2ml Ampoule 5s,Dunmore Therapeutics,Injections,Below 25C,15.0,1860.0,35544.6,C,B,0.17647058823529413,0.011397058823529413,Direct from reserve,0,0,11.389247311827956,4
PH10436,Insulin Biphasic 30/70 100IU/ml 10ml Vial,Tessaline Biologics,Cold Chain,2-8C,7.0,262.0,21696.22,C,C,0.08235294117647059,0.005504201680672269,Direct from reserve,0,0,4.931297709923665,2
PH10437,Hepatitis B Vaccine 10mcg Vial,Tessaline Biologics,Cold Chain,2-8C,0.0,0.0,0.0,D,D,0.0,0.0,No pick face,0,0,inf,1
PH10438,Insulin Isophane 100IU/ml 10ml Vial,Tessaline Biologics,Cold Chain,2-8C,27.0,2365.0,91478.2,B,B,0.3176470588235294,0.08431372549019607,Shelving pick bin,0,1,6.107399577167019,4
PH10439,Insulin Lispro 100IU/ml 1x3ml Pen,Tessaline Biologics,Cold Chain,2-8C,65.0,2829.0,210647.34,B,A,0.7647058823529411,0.05547058823529412,Shelving pick bin,0,1,3.2661717921527043,12
PH10440,Insulin Aspart 100IU/ml 5x3ml Pen,Tessaline Biologics,Cold Chain,2-8C,64.0,2553.0,272047.68,B,A,0.7529411764705882,0.046930147058823535,Shelving pick bin,0,1,7.692910301605954,12
PH10441,Rabies Vaccine 1ml Vial,Tessaline Biologics,Cold Chain,2-8C,60.0,1737.0,51554.159999999996,B,B,0.7058823529411765,0.17029411764705882,Shelving pick bin,0,1,2.9545192861255036,4
PH10442,Insulin Lispro 100IU/ml 10ml Vial,Tessaline Biologics,Cold Chain,2-8C,26.0,996.0,63096.6,B,B,0.3058823529411765,0.3254901960784313,Shelving pick bin,0,1,12.317269076305221,4
PH10443,Insulin Isophane 100IU/ml 5x3ml Cartridge,Tessaline Biologics,Cold Chain,2-8C,21.0,1017.0,70305.20999999999,C,B,0.24705882352941178,0.023929411764705883,Direct from reserve,0,0,8.869223205506392,4
PH10444,Influenza Vaccine 0.5ml PFS,Tessaline Biologics,Cold Chain,2-8C,156.0,5995.0,395969.75,A,A,1.8352941176470587,0.11754901960784313,Ground pick face,1,0,8.539783152627189,12
PH10445,Insulin Glargine 100IU/ml 5x3ml Pen,Tessaline Biologics,Cold Chain,2-8C,3.0,80.0,6523.200000000001,C,C,0.03529411764705882,0.0032679738562091504,Direct from reserve,0,0,2.05,2
PH10446,Insulin Glargine 100IU/ml 5x3ml Cartridge,Tessaline Biologics,Cold Chain,2-8C,113.0,4643.0,143654.42,A,A,1.3294117647058823,0.10267580716497125,Ground pick face,1,0,8.447124703855266,12
PH10447,Insulin Aspart 100IU/ml 10ml Vial,Tessaline Biologics,Cold Chain,2-8C,23.0,1093.0,90773.65,C,B,0.27058823529411763,0.04464869281045752,Direct from reserve,0,0,3.809698078682525,4
PH10448,Erythropoietin 4000IU PFS,Tessaline Biologics,Cold Chain,2-8C,2.0,97.0,10242.23,C,C,0.023529411764705882,0.0008915441176470587,Direct from reserve,0,0,13.731958762886597,2
PH10449,Insulin Aspart 100IU/ml 5x3ml Cartridge,Tessaline Biologics,Cold Chain,2-8C,22.0,1618.0,80851.45999999999,C,B,0.25882352941176473,0.013596638655462186,Direct from reserve,0,0,10.907292954264523,4
PH10450,Insulin Glargine 100IU/ml 1x3ml Pen,Tessaline Biologics,Cold Chain,2-8C,1.0,54.0,4236.839999999999,C,C,0.011764705882352941,0.0013931888544891642,Direct from reserve,0,0,14.074074074074074,2
PH10451,Insulin Aspart 100IU/ml 1x3ml Pen,Tessaline Biologics,Cold Chain,2-8C,61.0,2044.0,173392.52,B,A,0.7176470588235294,0.14313725490196078,Shelving pick bin,0,1,6.3209393346379645,12
PH10452,Insulin Lispro 100IU/ml 5x3ml Cartridge,Tessaline Biologics,Cold Chain,2-8C,13.0,544.0,25100.16,C,C,0.15294117647058825,0.004,Direct from reserve,0,0,9.198529411764707,2
PH10453,Insulin Biphasic 30/70 100IU/ml 1x3ml Pen,Tessaline Biologics,Cold Chain,2-8C,5.0,105.0,2241.75,C,C,0.058823529411764705,0.005147058823529412,Direct from reserve,0,0,11.961904761904762,2
PH10455,Tetanus Toxoid Vaccine 0.5ml,Tessaline Biologics,Cold Chain,2-8C,0.0,0.0,0.0,D,D,0.0,0.0,No pick face,0,0,inf,1
PH10456,Fusidic Acid 2% Cream 30g,Halvora Healthcare,Topicals,Below 25C,231.0,12877.0,175513.51,A,A,2.7176470588235295,0.5844680464778504,Ground pick face,1,0,12.109342238098936,12
PH10457,Miconazole 2% Cream 30g,Solandra Health,Topicals,Below 25C,108.0,5625.0,24468.749999999996,A,C,1.2705882352941176,0.0861672794117647,Ground pick face,1,0,11.773866666666667,2
PH10458,Hydrocortisone 1% Cream 30g,Pellaro Eye & Skin,Topicals,Below 25C,4.0,27.0,165.51,C,C,0.047058823529411764,0.00044117647058823526,Direct from reserve,0,0,8.296296296296296,2
PH10459,Fusidic Acid 2% Cream 50g,Pellaro Eye & Skin,Topicals,Below 25C,19.0,817.0,8603.01,C,C,0.2235294117647059,0.008343545751633987,Direct from reserve,0,0,6.854345165238678,2
PH10460,Emollient Cream 15g,Halvora Healthcare,Topicals,Below 25C,4.0,36.0,532.0799999999999,C,C,0.047058823529411764,0.00024509803921568627,Direct from reserve,0,0,13.0,2
PH10461,Clotrimazole 1% Cream 15g,Pellaro Eye & Skin,Topicals,Below 25C,3.0,516.0,3328.2000000000003,C,C,0.03529411764705882,0.0065870098039215695,Direct from reserve,0,0,9.426356589147288,2
PH10462,Betamethasone 0.1% Ointment 15g,Solandra Health,Topicals,Below 25C,968.0,46849.0,458183.22,A,A,11.388235294117647,0.7456232492997199,Ground pick face,1,0,5.004845354223143,12
PH10463,Diclofenac 1% Gel 15g,Pellaro Eye & Skin,Topicals,Below 25C,12.0,528.0,7867.2,C,C,0.1411764705882353,0.004493464052287582,Direct from reserve,0,0,5.181818181818182,2
PH10464,Clotrimazole 1% Cream 30g,Solandra Health,Topicals,Below 25C,24.0,1648.0,19364.0,C,C,0.2823529411764706,0.025245098039215687,Direct from reserve,0,0,2.371359223300971,2
PH10465,Calamine Lotion 50g,Pellaro Eye & Skin,Topicals,Below 25C,100.0,4015.0,42438.55,A,B,1.1764705882352942,0.05857551353874883,Ground pick face,1,0,5.023163138231632,4
PH10466,Aciclovir 5% Cream 50g,Pellaro Eye & Skin,Topicals,Below 25C,15.0,1177.0,7109.08,C,C,0.17647058823529413,0.010684458968772693,Direct from reserve,0,0,2.5012744265080715,2
PH10467,Calamine Lotion 15g,Pellaro Eye & Skin,Topicals,Below 25C,6.0,1044.0,10283.4,C,C,0.07058823529411765,0.023692810457516342,Direct from reserve,0,0,10.931034482758621,2
PH10468,Diclofenac 1% Gel 30g,Solandra Health,Topicals,Below 25C,31.0,1138.0,4859.259999999999,B,C,0.36470588235294116,0.007263582516339869,Shelving pick bin,0,1,3.0650263620386644,2
PH10469,Diclofenac 1% Gel 50g,Solandra Health,Topicals,Below 25C,25.0,535.0,3894.8,B,C,0.29411764705882354,0.009713144517066086,Shelving pick bin,0,1,12.91214953271028,2
PH10470,Salicylic Acid Ointment 30g,Solandra Health,Topicals,Below 25C,6.0,896.0,7669.76,C,C,0.07058823529411765,0.01715686274509804,Direct from reserve,0,0,16.40625,2
PH10471,Mupirocin 2% Ointment 50g,Solandra Health,Topicals,Below 25C,31.0,2959.0,33347.93,B,B,0.36470588235294116,0.01678808097312999,Shelving pick bin,0,1,2.8104089219330857,4
PH10472,Miconazole 2% Cream 50g,Pellaro Eye & Skin,Topicals,Below 25C,5.0,106.0,1055.76,C,C,0.058823529411764705,0.00173202614379085,Direct from reserve,0,0,8.075471698113208,2
PH10475,Betamethasone 0.1% Ointment 30g,Pellaro Eye & Skin,Topicals,Below 25C,120.0,4719.0,34779.03,A,B,1.411764705882353,0.24096200980392157,Ground pick face,1,0,5.633396906124179,4
PH10476,Betamethasone 0.1% Ointment 50g,Solandra Health,Topicals,Below 25C,9.0,164.0,910.1999999999999,C,C,0.10588235294117647,0.005024509803921568,Direct from reserve,0,0,7.487804878048781,2
PH10477,Salicylic Acid Ointment 15g,Pellaro Eye & Skin,Topicals,Below 25C,1.0,8.0,46.96,C,C,0.011764705882352941,9.077705156136529e-05,Direct from reserve,0,0,12.0,2
PH10478,Emollient Cream 30g,Pellaro Eye & Skin,Topicals,Below 25C,25.0,1275.0,16090.499999999998,C,C,0.29411764705882354,0.032552083333333336,Direct from reserve,0,0,5.311372549019608,2
PH10479,Emollient Cream 50g,Solandra Health,Topicals,Below 25C,52.0,4176.0,58296.96000000001,B,B,0.611764705882353,0.05686274509803921,Shelving pick bin,0,1,10.46168582375479,4
PH10480,Calamine Lotion 30g,Solandra Health,Topicals,Below 25C,89.0,4290.0,63105.9,A,B,1.0470588235294118,0.08762254901960785,Ground pick face,1,0,11.057342657342657,4
PH10481,Mupirocin 2% Ointment 15g,Pellaro Eye & Skin,Topicals,Below 25C,29.0,1382.0,19417.100000000002,B,C,0.3411764705882353,0.028227124183006536,Shelving pick bin,0,1,4.570188133140376,2
PH10482,Silver Sulfadiazine 1% Cream 30g,Pellaro Eye & Skin,Topicals,Below 25C,3.0,138.0,1811.94,C,C,0.03529411764705882,0.002562388591800356,Direct from reserve,0,0,22.3768115942029,2
PH10483,Silver Sulfadiazine 1% Cream 15g,Halvora Healthcare,Topicals,Below 25C,6.0,38.0,503.88,C,C,0.07058823529411765,0.0025871459694989107,Direct from reserve,0,0,16.31578947368421,2
PH10484,Hydrocortisone 1% Cream 50g,Solandra Health,Topicals,Below 25C,6.0,117.0,1611.09,C,C,0.07058823529411765,0.0014935661764705884,Direct from reserve,0,0,6.017094017094017,2
PH10485,Hydrocortisone 1% Cream 15g,Solandra Health,Topicals,Below 25C,17.0,670.0,9011.5,C,C,0.2,0.012164124909222949,Direct from reserve,0,0,6.931343283582089,2
PH10486,Artificial Tears Eye Drops 5ml,Pellaro Eye & Skin,Eye Drops,Below 25C,8.0,1487.0,20535.47,C,C,0.09411764705882353,0.005206582633053221,Direct from reserve,0,0,3.470073974445192,2
PH10487,Timolol 0.5% Eye Drops 5ml,Pellaro Eye & Skin,Eye Drops,Below 25C,10.0,374.0,6182.22,C,C,0.11764705882352941,0.002291666666666667,Direct from reserve,0,0,11.668449197860962,2
PH10489,Ketorolac 0.5% Eye Drops 5ml,Pellaro Eye & Skin,Eye Drops,Below 25C,13.0,3374.0,90085.8,C,B,0.15294117647058825,0.015751633986928103,Direct from reserve,0,0,14.518079430942501,4
PH10490,Artificial Tears Eye Drops 10ml,Pellaro Eye & Skin,Eye Drops,Below 25C,19.0,1524.0,10607.039999999999,C,C,0.2235294117647059,0.0036891793754538853,Direct from reserve,0,0,6.666666666666667,2
PH10491,Ciprofloxacin 0.3% Eye Drops 10ml,Arcadine Pharma,Eye Drops,Below 25C,26.0,4353.0,77091.63,B,B,0.3058823529411765,0.004849598930481283,Shelving pick bin,0,1,6.385481277280037,4
PH10492,Prednisolone Acetate 1% Eye Drops 5ml,Pellaro Eye & Skin,Eye Drops,Below 25C,6.0,123.0,2511.6600000000003,C,C,0.07058823529411765,0.00025122549019607844,Direct from reserve,0,0,8.747967479674797,2
PH10493,Prednisolone Acetate 1% Eye Drops 10ml,Pellaro Eye & Skin,Eye Drops,Below 25C,11.0,212.0,4437.16,C,C,0.12941176470588237,0.0006495098039215687,Direct from reserve,0,0,19.566037735849058,2
PH10494,Timolol 0.5% Eye Drops 10ml,Pellaro Eye & Skin,Eye Drops,Below 25C,42.0,3308.0,47833.68,B,B,0.49411764705882355,0.03243137254901961,Shelving pick bin,0,1,5.596130592503023,4
PH10495,Chloramphenicol 0.5% Eye Drops 10ml,Pellaro Eye & Skin,Eye Drops,Below 25C,2.0,75.0,1053.75,C,C,0.023529411764705882,0.00045018007202881147,Direct from reserve,0,0,5.173333333333333,2
PH10496,Olopatadine 0.1% Eye Drops 5ml,Pellaro Eye & Skin,Eye Drops,Below 25C,136.0,7896.0,176870.4,A,A,1.6,0.02748346675948486,Ground pick face,1,0,3.982776089159068,12
PH10497,Latanoprost 0.005% Eye Drops 10ml,Pellaro Eye & Skin,Eye Drops,Below 25C,61.0,4806.0,78626.16,B,B,0.7176470588235294,0.028270588235294117,Shelving pick bin,0,1,15.042863087806907,4
PH10498,Brimonidine 0.2% Eye Drops 5ml,Pellaro Eye & Skin,Eye Drops,Below 25C,77.0,5260.0,56071.6,B,B,0.9058823529411765,0.0386764705882353,Shelving pick bin,0,1,10.05703422053232,4
PH10499,Brimonidine 0.2% Eye Drops 10ml,Pellaro Eye & Skin,Eye Drops,Below 25C,8.0,368.0,10911.199999999999,C,C,0.09411764705882353,0.001336238198983297,Direct from reserve,0,0,12.380434782608695,2
PH10500,Ketorolac 0.5% Eye Drops 10ml,Pellaro Eye & Skin,Eye Drops,Below 25C,13.0,490.0,2288.3,C,C,0.15294117647058825,0.0013344226579520698,Direct from reserve,0,0,10.310204081632653,2
PH10501,Ciprofloxacin 0.3% Eye Drops 5ml,Pellaro Eye & Skin,Eye Drops,Below 25C,40.0,2278.0,56380.5,B,B,0.47058823529411764,0.022333333333333334,Shelving pick bin,0,1,9.262510974539069,4
PH10502,Moxifloxacin 0.5% Eye Drops 10ml,Pellaro Eye & Skin,Eye Drops,Below 25C,548.0,57913.0,334158.00999999995,A,A,6.447058823529412,0.20277661064425773,Ground pick face,1,0,3.3854229620292506,12
PH10503,Olopatadine 0.1% Eye Drops 10ml,Arcadine Pharma,Eye Drops,Below 25C,82.0,9889.0,258992.91,A,A,0.9647058823529412,0.035907770515613655,Ground pick face,1,0,5.3857821822226715,12
PH10504,Tobramycin 0.3% Eye Drops 10ml,Pellaro Eye & Skin,Eye Drops,Below 25C,5.0,72.0,316.08,C,C,0.058823529411764705,0.00025210084033613445,Direct from reserve,0,0,4.944444444444445,2
PH10505,Latanoprost 0.005% Eye Drops 5ml,Arcadine Pharma,Eye Drops,Below 25C,2.0,120.0,2094.0,C,C,0.023529411764705882,0.0002941176470588235,Direct from reserve,0,0,5.733333333333333,2
PH10506,Beclometasone 100mcg Inhaler 120 Dose,Marwick Pharmaceuticals,Inhalers,Below 25C,23.0,770.0,11927.3,C,C,0.27058823529411763,0.018872549019607842,Direct from reserve,0,0,2.3896103896103895,2
PH10507,Budesonide 200mcg Inhaler 120 Dose,Marwick Pharmaceuticals,Inhalers,Below 25C,10.0,1176.0,29141.280000000002,C,B,0.11764705882352941,0.03458823529411765,Direct from reserve,0,0,8.591836734693878,4
PH10508,Salbutamol 100mcg Inhaler 200 Dose,Marwick Pharmaceuticals,Inhalers,Below 25C,6.0,122.0,3523.3599999999997,C,C,0.07058823529411765,0.0017941176470588234,Direct from reserve,0,0,10.59016393442623,2
PH10509,Budesonide/Formoterol 200/6mcg Inhaler 120 Dose,Marwick Pharmaceuticals,Inhalers,Below 25C,7.0,195.0,5311.799999999999,C,C,0.08235294117647059,0.006372549019607844,Direct from reserve,0,0,5.3538461538461535,2
PH10510,Salbutamol 100mcg Inhaler 120 Dose,Marwick Pharmaceuticals,Inhalers,Below 25C,158.0,12377.0,154588.73,A,A,1.8588235294117648,0.3033578431372549,Ground pick face,1,0,15.899167811262826,12
PH10511,Budesonide 200mcg Inhaler 200 Dose,Marwick Pharmaceuticals,Inhalers,Below 25C,3.0,194.0,2452.1600000000003,C,C,0.03529411764705882,0.010868347338935573,Direct from reserve,0,0,5.690721649484536,2
PH10512,Budesonide/Formoterol 200/6mcg Inhaler 200 Dose,Marwick Pharmaceuticals,Inhalers,Below 25C,37.0,2708.0,66616.8,B,B,0.43529411764705883,0.037927170868347335,Shelving pick bin,0,1,6.930576070901034,4
PH10513,Fluticasone 125mcg Inhaler 200 Dose,Marwick Pharmaceuticals,Inhalers,Below 25C,111.0,5297.0,95610.85,A,A,1.3058823529411765,0.6231764705882353,Ground pick face,1,0,2.7003964508212195,12
PH10514,Tiotropium 18mcg Inhaler 200 Dose,Marwick Pharmaceuticals,Inhalers,Below 25C,108.0,5997.0,181169.37,A,A,1.2705882352941176,0.11023897058823529,Ground pick face,1,0,3.67717191929298,12
PH10515,Beclometasone 100mcg Inhaler 200 Dose,Marwick Pharmaceuticals,Inhalers,Below 25C,75.0,3406.0,46968.74,B,B,0.8823529411764706,0.11130718954248366,Shelving pick bin,0,1,8.315913094539049,4
PH10516,Ipratropium 20mcg Inhaler 200 Dose,Marwick Pharmaceuticals,Inhalers,Below 25C,3.0,57.0,634.98,C,C,0.03529411764705882,0.0027941176470588232,Direct from reserve,0,0,9.964912280701755,2
PH10517,Ipratropium 20mcg Inhaler 120 Dose,Marwick Pharmaceuticals,Inhalers,Below 25C,45.0,1592.0,24739.68,B,C,0.5294117647058824,0.06243137254901961,Shelving pick bin,0,1,3.0351758793969847,2
PH10518,Growing-Up Milk Stage 3 800g Tin,Kinloch Nutrition,Nutrition,Below 25C,1.0,54.0,2142.72,C,C,0.011764705882352941,0.004411764705882353,Direct from reserve,0,0,11.037037037037036,2
PH10519,Diabetic Nutrition Powder 400g Tin,Kinloch Nutrition,Nutrition,Ambient,2.0,14.0,242.33999999999997,C,C,0.023529411764705882,0.007625272331154685,Direct from reserve,0,0,11.714285714285714,2
PH10520,Adult Complete Nutrition Powder 400g Tin,Kinloch Nutrition,Nutrition,Ambient,66.0,2113.0,62058.810000000005,B,B,0.7764705882352941,1.1508714596949892,Shelving pick bin,0,1,5.027922385234264,4
PH10521,Infant Formula Stage 1 800g Tin,Kinloch Nutrition,Nutrition,Below 25C,83.0,3049.0,48509.590000000004,A,B,0.9764705882352941,1.6606753812636166,Ground pick face,1,0,5.397179403082978,4
PH10522,Infant Formula Stage 1 400g Tin,Kinloch Nutrition,Nutrition,Below 25C,81.0,3497.0,71968.26,A,B,0.9529411764705882,0.2678462009803922,Ground pick face,1,0,4.515870746354017,4
PH10523,Weight Gain Powder 800g Tin,Kinloch Nutrition,Nutrition,Ambient,31.0,1397.0,53882.29,B,B,0.36470588235294116,0.06340777051561365,Shelving pick bin,0,1,7.3614889047959915,4
PH10524,Diabetic Nutrition Powder 800g Tin,Kinloch Nutrition,Nutrition,Ambient,63.0,1781.0,63403.600000000006,B,B,0.7411764705882353,0.24251089324618733,Shelving pick bin,0,1,1.940482874789444,4
PH10525,Senior Nutrition Powder 400g Tin,Kinloch Nutrition,Nutrition,Ambient,14.0,868.0,28296.800000000003,C,C,0.16470588235294117,0.1772875816993464,Direct from reserve,0,0,2.834101382488479,2
PH10526,Infant Formula Stage 2 800g Tin,Kinloch Nutrition,Nutrition,Ambient,3.0,41.0,1835.98,C,C,0.03529411764705882,0.008374183006535947,Direct from reserve,0,0,12.585365853658537,2
PH10527,Weight Gain Powder 400g Tin,Kinloch Nutrition,Nutrition,Ambient,46.0,2060.0,79680.8,B,B,0.5411764705882353,0.21037581699346405,Shelving pick bin,0,1,2.8155339805825244,4
PH10528,High Protein Supplement 800g Tin,Kinloch Nutrition,Nutrition,Below 25C,170.0,5571.0,122172.03,A,A,2.0,0.4551470588235294,Ground pick face,1,0,4.07108239095315,12
PH10529,Senior Nutrition Powder 800g Tin,Kinloch Nutrition,Nutrition,Ambient,290.0,8683.0,184774.24000000002,A,A,3.411764705882353,0.9458605664488019,Ground pick face,1,0,4.7605666244385585,12
PH10530,Adult Complete Nutrition Powder 800g Tin,Kinloch Nutrition,Nutrition,Below 25C,68.0,2437.0,62484.68,B,B,0.8,0.3318355119825708,Shelving pick bin,0,1,8.46942962659007,4
PH10531,Growing-Up Milk Stage 3 400g Tin,Kinloch Nutrition,Nutrition,Ambient,3.0,144.0,4560.4800000000005,C,C,0.03529411764705882,0.0784313725490196,Direct from reserve,0,0,15.833333333333334,2
PH10532,High Protein Supplement 400g Tin,Kinloch Nutrition,Nutrition,Below 25C,32.0,1877.0,70274.87999999999,B,B,0.3764705882352941,0.12779139433551198,Shelving pick bin,0,1,8.590303676078848,4
SG20001,IV Cannula 18G x50,Aldermoor Medical,Surgical,Ambient,19.0,660.0,4158.0,C,C,0.2235294117647059,0.2426470588235294,Direct from reserve,0,0,9.084848484848484,2
SG20002,Syringe Luer Lock 3ml x50,Aldermoor Medical,Surgical,Ambient,9.0,155.0,336.34999999999997,C,C,0.10588235294117647,0.009117647058823529,Direct from reserve,0,0,7.483870967741935,2
SG20003,Syringe Luer Lock 10ml x100,Aldermoor Medical,Surgical,Ambient,33.0,2018.0,3612.2200000000003,B,C,0.38823529411764707,0.29676470588235293,Shelving pick bin,0,1,1.916749256689792,2
SG20004,Adhesive Wound Dressing 9x10cm x100,Aldermoor Medical,Surgical,Ambient,10.0,314.0,2194.86,C,C,0.11764705882352941,0.10261437908496732,Direct from reserve,0,0,25.821656050955415,2
SG20005,Adhesive Wound Dressing 6x7cm x50,Aldermoor Medical,Surgical,Ambient,19.0,774.0,5650.2,C,C,0.2235294117647059,0.14227941176470588,Direct from reserve,0,0,4.27906976744186,2
SG20006,Latex Surgical Gloves Size 7 x100,Aldermoor Medical,Surgical,Ambient,115.0,5875.0,40772.5,A,B,1.3529411764705883,0.1919934640522876,Ground pick face,1,0,6.324425531914893,4
SG20007,Infusion Set Standard x50,Aldermoor Medical,Surgical,Ambient,5.0,283.0,1112.19,C,C,0.058823529411764705,0.06936274509803922,Direct from reserve,0,0,20.551236749116608,2
SG20008,Urinary Catheter 16Fr x100,Aldermoor Medical,Surgical,Ambient,107.0,5419.0,2926.26,A,C,1.2588235294117647,0.6375294117647059,Ground pick face,1,0,6.001107215353386,2
SG20009,Nitrile Examination Gloves Size M x50,Aldermoor Medical,Surgical,Ambient,16.0,1688.0,1130.96,C,C,0.18823529411764706,0.05516339869281046,Direct from reserve,0,0,12.445497630331754,2
SG20010,Hypodermic Needle 21G x100,Aldermoor Medical,Surgical,Ambient,48.0,2670.0,15405.9,B,C,0.5647058823529412,0.10470588235294116,Shelving pick bin,0,1,17.998501872659176,2
SG20011,Hypodermic Needle 21G x50,Aldermoor Medical,Surgical,Ambient,443.0,16035.0,84825.15,A,B,5.211764705882353,7.860294117647058,Ground pick face,2,0,2.861989398191456,4
SG20012,Surgical Mask 3-Ply Standard x100,Aldermoor Medical,Surgical,Ambient,11.0,426.0,2892.54,C,C,0.12941176470588237,0.2088235294117647,Direct from reserve,0,0,19.802816901408452,2
SG20013,Syringe Luer Lock 5ml x100,Aldermoor Medical,Surgical,Ambient,32.0,1492.0,1924.68,B,C,0.3764705882352941,0.3656862745098039,Shelving pick bin,0,1,6.1474530831099194,2
