sku,description,principal,category,product_group,storage_condition,units_per_case,case_length_cm,case_width_cm,case_height_cm,case_cbm,case_weight_kg,unit_cost_nzd,ti,hi,cases_per_pallet,pallet_height_cm,pallet_weight_kg,pallet_cbm
PH10424,Furosemide 20mg/2ml Ampoule 10s,Dunmore Therapeutics,Pharma,Injections,Below 25C,200,34.9,27.8,13.7,0.01329,3.21,4.27,9,5,45,83.5,169.45,0.59805
PH10425,Dexamethasone 4mg/ml Ampoule 1s,Dunmore Therapeutics,Pharma,Injections,2-8C,100,43.4,22.1,21.5,0.02062,3.02,4.85,8,3,24,79.5,97.48,0.49488
PH10426,Ketorolac 30mg/ml Ampoule 5s,Clearford Infusions,Pharma,Injections,2-8C,100,36.3,31.3,22.7,0.02579,3.22,16.12,9,4,36,105.8,140.92000000000002,0.92844
PH10427,Amikacin 500mg/2ml Vial 1s,Dunmore Therapeutics,Pharma,Injections,Below 25C,200,27.2,30.8,18.2,0.01525,3.57,20.48,12,3,36,69.6,153.51999999999998,0.5489999999999999
PH10428,Hydrocortisone 100mg Vial 5s,Tessaline Biologics,Pharma,Injections,2-8C,100,25.2,22.7,19.8,0.01133,1.53,19.31,16,3,48,74.4,98.44,0.54384
PH10429,Furosemide 20mg/2ml Ampoule 1s,Dunmore Therapeutics,Pharma,Injections,Below 25C,50,26.6,29.7,23.0,0.01817,4.38,37.9,12,3,36,84.0,182.68,0.6541199999999999
PH10430,Tramadol 100mg/2ml Ampoule 10s,Tessaline Biologics,Pharma,Injections,Below 25C,200,31.9,31.2,14.6,0.01453,2.26,21.71,8,8,64,131.8,169.64,0.92992
PH10431,Ceftriaxone 1g Vial 10s,Dunmore Therapeutics,Pharma,Injections,Below 25C,200,37.7,32.6,18.0,0.02212,3.69,21.38,9,5,45,105.0,191.05,0.9954000000000001
PH10432,Cefuroxime 750mg Vial 1s,Dunmore Therapeutics,Pharma,Injections,Below 25C,200,33.5,28.4,24.8,0.02359,3.2,12.76,9,2,18,64.6,82.6,0.42462
PH10433,Ceftriaxone 1g Vial 5s,Tessaline Biologics,Pharma,Injections,Below 25C,50,43.9,32.8,12.0,0.01728,3.26,16.89,4,9,36,123.0,142.35999999999999,0.62208
PH10434,Ceftriaxone 1g Vial 1s,Tessaline Biologics,Pharma,Injections,2-8C,200,41.4,27.5,21.7,0.02471,5.06,16.57,8,4,32,101.8,186.92,0.79072
PH10435,Ondansetron 4mg/2ml Ampoule 5s,Dunmore Therapeutics,Pharma,Injections,Below 25C,200,35.4,21.9,22.2,0.01721,3.01,19.11,12,4,48,103.8,169.48,0.8260799999999999
PH10436,Insulin Biphasic 30/70 100IU/ml 10ml Vial,Tessaline Biologics,Pharma,Cold Chain,2-8C,20,29.9,19.9,17.9,0.01065,2.61,82.81,20,7,140,140.29999999999998,390.4,1.4909999999999999
PH10437,Hepatitis B Vaccine 10mcg Vial,Tessaline Biologics,Pharma,Cold Chain,2-8C,20,36.1,16.3,18.3,0.01077,2.33,49.27,18,6,108,124.80000000000001,276.64,1.16316
PH10438,Insulin Isophane 100IU/ml 10ml Vial,Tessaline Biologics,Pharma,Cold Chain,2-8C,50,27.7,27.3,19.3,0.01459,2.85,38.68,11,3,33,72.9,119.05,0.48147
PH10439,Insulin Lispro 100IU/ml 1x3ml Pen,Tessaline Biologics,Pharma,Cold Chain,2-8C,50,39.5,20.5,21.9,0.01773,3.21,74.46,12,5,60,124.5,217.6,1.0637999999999999
PH10440,Insulin Aspart 100IU/ml 5x3ml Pen,Tessaline Biologics,Pharma,Cold Chain,2-8C,50,24.9,29.7,23.8,0.0176,4.26,106.56,16,4,64,110.2,297.64,1.1264
PH10441,Rabies Vaccine 1ml Vial,Tessaline Biologics,Pharma,Cold Chain,2-8C,10,32.9,27.6,22.5,0.02043,3.24,29.68,12,5,60,127.5,219.4,1.2258
PH10442,Insulin Lispro 100IU/ml 10ml Vial,Tessaline Biologics,Pharma,Cold Chain,2-8C,10,39.3,27.7,23.5,0.02558,4.87,63.35,9,2,18,62.0,112.66,0.46043999999999996
PH10443,Insulin Isophane 100IU/ml 5x3ml Cartridge,Tessaline Biologics,Pharma,Cold Chain,2-8C,50,36.6,23.3,18.9,0.01612,4.81,69.13,10,5,50,109.5,265.5,0.8059999999999999
PH10444,Influenza Vaccine 0.5ml PFS,Tessaline Biologics,Pharma,Cold Chain,2-8C,50,33.1,26.9,13.1,0.01166,3.41,66.05,12,5,60,80.5,229.60000000000002,0.6996
PH10445,Insulin Glargine 100IU/ml 5x3ml Pen,Tessaline Biologics,Pharma,Cold Chain,2-8C,10,29.7,16.1,23.3,0.01114,2.39,81.54,24,6,144,154.8,369.16,1.60416
PH10446,Insulin Glargine 100IU/ml 5x3ml Cartridge,Tessaline Biologics,Pharma,Cold Chain,2-8C,20,29.9,19.2,11.9,0.00683,1.77,30.94,19,7,133,98.3,260.40999999999997,0.90839
PH10447,Insulin Aspart 100IU/ml 10ml Vial,Tessaline Biologics,Pharma,Cold Chain,2-8C,10,31.2,26.6,10.6,0.0088,2.12,83.05,12,12,144,142.2,330.28000000000003,1.2672
PH10448,Erythropoietin 4000IU PFS,Tessaline Biologics,Pharma,Cold Chain,2-8C,50,22.3,28.1,16.0,0.01003,1.92,105.59,16,8,128,143.0,270.76,1.28384
PH10449,Insulin Aspart 100IU/ml 5x3ml Cartridge,Tessaline Biologics,Pharma,Cold Chain,2-8C,50,24.3,28.9,14.6,0.01025,2.71,49.97,14,10,140,161.0,404.4,1.435
PH10450,Insulin Glargine 100IU/ml 1x3ml Pen,Tessaline Biologics,Pharma,Cold Chain,2-8C,20,21.4,20.7,18.2,0.00806,1.92,78.46,19,6,114,124.19999999999999,243.88,0.91884
PH10451,Insulin Aspart 100IU/ml 1x3ml Pen,Tessaline Biologics,Pharma,Cold Chain,2-8C,10,34.3,19.5,18.2,0.01217,1.95,84.83,14,6,84,124.19999999999999,188.79999999999998,1.02228
PH10452,Insulin Lispro 100IU/ml 5x3ml Cartridge,Tessaline Biologics,Pharma,Cold Chain,2-8C,50,23.8,20.9,16.9,0.00841,1.38,46.14,20,8,160,150.2,245.79999999999998,1.3456000000000001
PH10453,Insulin Biphasic 30/70 100IU/ml 1x3ml Pen,Tessaline Biologics,Pharma,Cold Chain,2-8C,20,34.4,19.6,18.2,0.01227,2.92,21.35,15,4,60,87.8,200.2,0.7362
PH10455,Tetanus Toxoid Vaccine 0.5ml,Tessaline Biologics,Pharma,Cold Chain,2-8C,50,31.0,29.4,23.3,0.02124,3.73,104.28,11,5,55,131.5,230.15,1.1682
PH10456,Fusidic Acid 2% Cream 30g,Halvora Healthcare,Pharma,Topicals,Below 25C,72,41.8,35.0,24.0,0.03511,10.94,13.63,6,3,18,87.0,221.92,0.63198
PH10457,Miconazole 2% Cream 30g,Solandra Health,Pharma,Topicals,Below 25C,96,44.8,24.3,16.6,0.01807,6.49,4.35,8,5,40,98.0,284.6,0.7228
PH10458,Hydrocortisone 1% Cream 30g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,72,43.6,21.5,21.7,0.02034,9.34,6.13,10,5,50,123.5,492.0,1.0170000000000001
PH10459,Fusidic Acid 2% Cream 50g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,96,33.8,24.5,20.3,0.01681,5.4,10.53,12,5,60,116.5,349.0,1.0086
PH10460,Emollient Cream 15g,Halvora Healthcare,Pharma,Topicals,Below 25C,72,33.0,23.7,15.3,0.01197,4.09,14.78,15,8,120,137.4,515.8,1.4364
PH10461,Clotrimazole 1% Cream 15g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,72,43.6,29.8,16.9,0.02196,6.73,6.45,8,8,64,150.2,455.72,1.40544
PH10462,Betamethasone 0.1% Ointment 15g,Solandra Health,Pharma,Topicals,Below 25C,48,33.6,20.7,19.5,0.01356,5.95,9.78,11,7,77,151.5,483.15000000000003,1.04412
PH10463,Diclofenac 1% Gel 15g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,144,36.4,24.7,23.0,0.02068,8.78,14.9,12,4,48,107.0,446.43999999999994,0.99264
PH10464,Clotrimazole 1% Cream 30g,Solandra Health,Pharma,Topicals,Below 25C,96,40.9,26.7,23.6,0.02577,8.74,11.75,8,5,40,133.0,374.6,1.0308000000000002
PH10465,Calamine Lotion 50g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,72,32.4,23.9,21.2,0.01642,5.25,10.57,14,4,56,99.8,319.0,0.91952
PH10466,Aciclovir 5% Cream 50g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,144,39.5,27.4,20.9,0.02262,8.23,6.04,9,5,45,119.5,395.35,1.0179
PH10467,Calamine Lotion 15g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,72,31.1,31.7,18.3,0.01804,6.6,9.85,9,4,36,88.2,262.6,0.64944
PH10468,Diclofenac 1% Gel 30g,Solandra Health,Pharma,Topicals,Below 25C,96,37.1,23.3,17.5,0.01513,4.84,4.27,12,8,96,155.0,489.64,1.45248
PH10469,Diclofenac 1% Gel 50g,Solandra Health,Pharma,Topicals,Below 25C,72,35.3,29.6,16.2,0.01693,7.08,7.28,9,5,45,96.0,343.6,0.76185
PH10470,Salicylic Acid Ointment 30g,Solandra Health,Pharma,Topicals,Below 25C,96,30.6,32.8,18.3,0.01837,9.14,8.56,8,4,32,88.2,317.48,0.58784
PH10471,Mupirocin 2% Ointment 50g,Solandra Health,Pharma,Topicals,Below 25C,144,38.7,29.2,17.1,0.01932,9.26,11.27,9,8,72,151.8,691.72,1.39104
PH10472,Miconazole 2% Cream 50g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,48,32.1,21.6,18.8,0.01304,5.32,9.96,15,5,75,109.0,424.0,0.978
PH10475,Betamethasone 0.1% Ointment 30g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,48,40.6,27.5,17.8,0.01987,8.65,7.37,8,3,24,68.4,232.60000000000002,0.47687999999999997
PH10476,Betamethasone 0.1% Ointment 50g,Solandra Health,Pharma,Topicals,Below 25C,48,38.1,24.8,22.5,0.02126,7.79,5.55,10,4,40,105.0,336.6,0.8504
PH10477,Salicylic Acid Ointment 15g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,96,31.7,30.1,23.9,0.0228,9.06,5.87,9,6,54,158.39999999999998,514.24,1.2312
PH10478,Emollient Cream 30g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,96,43.1,29.3,22.6,0.02854,14.06,12.62,8,3,24,82.80000000000001,362.44,0.68496
PH10479,Emollient Cream 50g,Solandra Health,Pharma,Topicals,Below 25C,96,40.0,31.9,19.5,0.02488,10.29,13.96,9,5,45,112.5,488.04999999999995,1.1196
PH10480,Calamine Lotion 30g,Solandra Health,Pharma,Topicals,Below 25C,48,31.6,23.2,19.5,0.0143,4.58,14.71,15,4,60,93.0,299.8,0.858
PH10481,Mupirocin 2% Ointment 15g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,72,41.6,29.3,21.6,0.02633,10.25,14.05,8,5,40,123.0,435.0,1.0532
PH10482,Silver Sulfadiazine 1% Cream 30g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,96,33.7,23.1,23.5,0.01829,8.51,13.13,11,3,33,85.5,305.83,0.60357
PH10483,Silver Sulfadiazine 1% Cream 15g,Halvora Healthcare,Pharma,Topicals,Below 25C,48,40.2,32.2,23.6,0.03055,14.02,13.26,6,3,18,85.80000000000001,277.36,0.5499
PH10484,Hydrocortisone 1% Cream 50g,Solandra Health,Pharma,Topicals,Below 25C,144,39.8,25.8,22.2,0.0228,8.9,13.77,8,4,32,103.8,309.8,0.7296
PH10485,Hydrocortisone 1% Cream 15g,Solandra Health,Pharma,Topicals,Below 25C,72,35.2,26.8,21.4,0.02019,6.35,13.45,9,5,45,122.0,310.75,0.90855
PH10486,Artificial Tears Eye Drops 5ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,200,33.6,24.7,12.1,0.01004,1.77,13.81,12,7,84,99.7,173.68,0.84336
PH10487,Timolol 0.5% Eye Drops 5ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,200,34.0,20.3,19.6,0.01353,2.47,16.53,12,4,48,93.4,143.56,0.64944
PH10489,Ketorolac 0.5% Eye Drops 5ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,300,37.0,25.3,14.5,0.01357,3.52,26.7,7,6,42,102.0,172.84,0.56994
PH10490,Artificial Tears Eye Drops 10ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,300,35.2,26.8,13.9,0.01311,2.61,6.96,9,9,81,140.10000000000002,236.41,1.06191
PH10491,Ciprofloxacin 0.3% Eye Drops 10ml,Arcadine Pharma,Pharma,Eye Drops,Below 25C,300,25.3,21.6,13.6,0.00743,1.25,17.71,16,11,176,164.6,245.0,1.30768
PH10492,Prednisolone Acetate 1% Eye Drops 5ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,200,38.1,21.6,10.1,0.00831,2.12,20.42,12,12,144,136.2,330.28000000000003,1.19664
PH10493,Prednisolone Acetate 1% Eye Drops 10ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,200,25.9,27.1,17.3,0.01214,3.31,20.93,12,8,96,153.4,342.76,1.16544
PH10494,Timolol 0.5% Eye Drops 10ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,100,25.9,28.1,15.6,0.01135,2.79,14.46,12,5,60,93.0,192.4,0.681
PH10495,Chloramphenicol 0.5% Eye Drops 10ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,200,36.9,25.5,17.0,0.016,3.8,14.05,7,7,49,134.0,211.2,0.784
PH10496,Olopatadine 0.1% Eye Drops 5ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,100,31.9,20.4,11.3,0.00735,1.28,22.4,13,13,169,161.9,241.32,1.2421499999999999
PH10497,Latanoprost 0.005% Eye Drops 10ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,100,32.5,29.0,13.9,0.0131,1.98,16.36,10,10,100,154.0,223.0,1.31
PH10498,Brimonidine 0.2% Eye Drops 5ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,100,29.5,24.2,11.7,0.00835,1.7,10.66,16,5,80,73.5,161.0,0.6679999999999999
PH10499,Brimonidine 0.2% Eye Drops 10ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,300,35.5,28.1,13.8,0.01377,3.77,29.65,9,6,54,97.80000000000001,228.58,0.7435799999999999
PH10500,Ketorolac 0.5% Eye Drops 10ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,200,32.5,29.8,11.6,0.01123,2.52,4.67,12,9,108,119.39999999999999,297.16,1.2128400000000001
PH10501,Ciprofloxacin 0.3% Eye Drops 5ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,100,39.7,21.3,11.1,0.00939,2.24,24.75,10,6,60,81.6,159.4,0.5634
PH10502,Moxifloxacin 0.5% Eye Drops 10ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,200,39.0,21.5,17.2,0.01442,3.31,5.77,12,7,84,135.39999999999998,303.04,1.2112800000000001
PH10503,Olopatadine 0.1% Eye Drops 10ml,Arcadine Pharma,Pharma,Eye Drops,Below 25C,300,39.5,29.4,11.0,0.01277,2.15,26.19,9,6,54,81.0,141.1,0.68958
PH10504,Tobramycin 0.3% Eye Drops 10ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,200,30.4,26.6,15.7,0.0127,3.39,4.39,12,7,84,124.89999999999999,309.76,1.0668
PH10505,Latanoprost 0.005% Eye Drops 5ml,Arcadine Pharma,Pharma,Eye Drops,Below 25C,200,31.2,26.6,14.4,0.01195,1.83,17.45,12,10,120,159.0,244.60000000000002,1.4340000000000002
PH10506,Beclometasone 100mcg Inhaler 120 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,50,48.4,26.3,22.2,0.02826,4.94,15.49,8,6,48,148.2,262.12,1.35648
PH10507,Budesonide 200mcg Inhaler 120 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,100,51.5,27.9,19.6,0.02816,6.16,24.78,4,5,20,113.0,148.2,0.5632
PH10508,Salbutamol 100mcg Inhaler 200 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,100,41.4,29.9,16.1,0.01993,4.59,28.88,8,5,40,95.5,208.6,0.7972
PH10509,Budesonide/Formoterol 200/6mcg Inhaler 120 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,50,45.5,33.0,16.2,0.02432,5.17,27.24,6,6,36,112.19999999999999,211.12,0.8755200000000001
PH10510,Salbutamol 100mcg Inhaler 120 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,100,46.2,29.0,23.9,0.03202,5.24,12.49,8,3,24,86.69999999999999,150.76,0.76848
PH10511,Budesonide 200mcg Inhaler 200 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,50,48.8,25.5,20.9,0.02601,4.9,12.64,7,3,21,77.69999999999999,127.9,0.54621
PH10512,Budesonide/Formoterol 200/6mcg Inhaler 200 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,100,42.8,34.8,17.6,0.02621,5.51,24.6,6,7,42,138.20000000000002,256.41999999999996,1.1008200000000001
PH10513,Fluticasone 125mcg Inhaler 200 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,50,40.7,34.2,24.2,0.03368,5.71,18.05,5,2,10,63.4,82.1,0.3368
PH10514,Tiotropium 18mcg Inhaler 200 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,100,49.5,29.0,22.4,0.03216,8.67,30.21,8,4,32,104.6,302.44,1.02912
PH10515,Beclometasone 100mcg Inhaler 200 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,50,48.5,32.6,21.5,0.03399365,7.24,13.79,6,6,36,144.0,285.64,1.2237714
PH10516,Ipratropium 20mcg Inhaler 200 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,50,41.8,26.1,20.5,0.02237,3.81,11.14,8,3,24,76.5,116.44,0.53688
PH10517,Ipratropium 20mcg Inhaler 120 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,50,53.0,32.0,23.8,0.04036,9.97,15.54,6,5,30,134.0,324.1,1.2108
PH10518,Growing-Up Milk Stage 3 800g Tin,Kinloch Nutrition,Pharma,Nutrition,Below 25C,24,30.8,25.6,23.6,0.01861,8.79,39.68,10,3,30,85.80000000000001,288.7,0.5583
PH10519,Diabetic Nutrition Powder 400g Tin,Kinloch Nutrition,Pharma,Nutrition,Ambient,6,44.7,32.9,29.2,0.04294,16.41,17.31,6,3,18,102.6,320.38,0.7729199999999999
PH10520,Adult Complete Nutrition Powder 400g Tin,Kinloch Nutrition,Pharma,Nutrition,Ambient,6,39.7,34.2,27.1,0.03679,17.81,29.37,6,3,18,96.30000000000001,345.58,0.66222
PH10521,Infant Formula Stage 1 800g Tin,Kinloch Nutrition,Pharma,Nutrition,Below 25C,6,42.4,32.7,29.3,0.04062,18.28,15.91,6,3,18,102.9,354.04,0.73116
PH10522,Infant Formula Stage 1 400g Tin,Kinloch Nutrition,Pharma,Nutrition,Below 25C,24,40.7,29.5,25.0,0.03002,12.74,20.58,8,4,32,115.0,432.68,0.96064
PH10523,Weight Gain Powder 800g Tin,Kinloch Nutrition,Pharma,Nutrition,Ambient,24,39.5,31.0,20.2,0.02473,12.02,38.57,9,6,54,136.2,674.0799999999999,1.3354199999999998
PH10524,Diabetic Nutrition Powder 800g Tin,Kinloch Nutrition,Pharma,Nutrition,Ambient,24,36.8,27.3,24.0,0.02411,10.86,35.6,9,2,18,63.0,220.48,0.43398
PH10525,Senior Nutrition Powder 400g Tin,Kinloch Nutrition,Pharma,Nutrition,Ambient,6,41.5,29.3,21.1,0.02566,11.12,32.6,8,6,48,141.60000000000002,558.76,1.2316799999999999
PH10526,Infant Formula Stage 2 800g Tin,Kinloch Nutrition,Pharma,Nutrition,Ambient,6,30.9,28.2,28.6,0.024921468,9.83,44.78,12,4,48,129.4,496.84000000000003,1.1962304639999999
PH10527,Weight Gain Powder 400g Tin,Kinloch Nutrition,Pharma,Nutrition,Ambient,24,42.8,31.0,29.3,0.03888,20.4,38.68,6,4,24,132.2,514.5999999999999,0.93312
PH10528,High Protein Supplement 800g Tin,Kinloch Nutrition,Pharma,Nutrition,Below 25C,24,41.3,30.2,26.3,0.0328,14.6,21.93,6,5,30,146.5,463.0,0.9840000000000001
PH10529,Senior Nutrition Powder 800g Tin,Kinloch Nutrition,Pharma,Nutrition,Ambient,12,30.5,30.4,26.0,0.02411,11.28,21.28,9,5,45,145.0,532.5999999999999,1.08495
PH10530,Adult Complete Nutrition Powder 800g Tin,Kinloch Nutrition,Pharma,Nutrition,Below 25C,12,33.0,30.0,28.7,0.02841,15.0,25.64,12,3,36,101.1,565.0,1.0227600000000001
PH10531,Growing-Up Milk Stage 3 400g Tin,Kinloch Nutrition,Pharma,Nutrition,Ambient,6,34.5,32.9,27.5,0.03121,16.63,31.67,9,2,18,70.0,324.34,0.5617800000000001
PH10532,High Protein Supplement 400g Tin,Kinloch Nutrition,Pharma,Nutrition,Below 25C,24,35.0,28.6,23.2,0.02322,9.32,37.44,9,4,36,107.8,360.52,0.83592
SG20001,IV Cannula 18G x50,Aldermoor Medical,Surgical,Surgical,Ambient,10,46.0,43.3,33.7,0.06712,8.91,6.3,4,4,16,149.8,167.56,1.07392
SG20002,Syringe Luer Lock 3ml x50,Aldermoor Medical,Surgical,Surgical,Ambient,50,40.7,43.5,28.6,0.05063,8.27,2.17,4,5,20,158.0,190.39999999999998,1.0126
SG20003,Syringe Luer Lock 10ml x100,Aldermoor Medical,Surgical,Surgical,Ambient,50,57.0,39.8,43.9,0.09959,8.11,1.79,4,2,8,102.8,89.88,0.79672
SG20004,Adhesive Wound Dressing 9x10cm x100,Aldermoor Medical,Surgical,Surgical,Ambient,10,44.1,30.3,36.3,0.04851,5.7,6.99,6,3,18,123.89999999999999,127.60000000000001,0.87318
SG20005,Adhesive Wound Dressing 6x7cm x50,Aldermoor Medical,Surgical,Surgical,Ambient,20,44.1,36.9,33.3,0.05419,8.13,7.3,4,4,16,148.2,155.08,0.86704
SG20006,Latex Surgical Gloves Size 7 x100,Aldermoor Medical,Surgical,Surgical,Ambient,100,47.0,31.3,42.3,0.06223,9.97,6.94,6,3,18,141.89999999999998,204.46,1.12014
SG20007,Infusion Set Standard x50,Aldermoor Medical,Surgical,Surgical,Ambient,20,57.0,36.1,29.5,0.0607,7.39,3.93,4,3,12,103.5,113.67999999999999,0.7283999999999999
SG20008,Urinary Catheter 16Fr x100,Aldermoor Medical,Surgical,Surgical,Ambient,50,40.7,32.6,37.9,0.05029,4.08,0.54,5,2,10,90.8,65.8,0.5029
SG20009,Nitrile Examination Gloves Size M x50,Aldermoor Medical,Surgical,Surgical,Ambient,100,45.0,31.7,33.1,0.04722,3.35,0.67,6,3,18,114.30000000000001,85.30000000000001,0.8499599999999999
SG20010,Hypodermic Needle 21G x100,Aldermoor Medical,Surgical,Surgical,Ambient,100,61.6,32.6,27.3,0.05482,4.0,5.77,3,5,15,151.5,85.0,0.8223
SG20011,Hypodermic Needle 21G x50,Aldermoor Medical,Surgical,Surgical,Ambient,20,56.5,35.9,26.6,0.05395411,7.71,5.29,3,2,6,68.2,71.25999999999999,0.32372466
SG20012,Surgical Mask 3-Ply Standard x100,Aldermoor Medical,Surgical,Surgical,Ambient,10,46.0,35.2,39.2,0.06347,10.47,6.79,6,2,12,93.4,150.64000000000001,0.76164
SG20013,Syringe Luer Lock 5ml x100,Aldermoor Medical,Surgical,Surgical,Ambient,20,64.3,31.2,31.4,0.06299,7.25,1.29,3,4,12,140.6,112.0,0.7558800000000001
SG20014,IV Cannula 22G x100,Aldermoor Medical,Surgical,Surgical,Ambient,50,61.6,36.0,28.5,0.0632,9.31,1.73,3,3,9,100.5,108.79,0.5688000000000001
SG20015,Gauze Swab 10x10cm x100,Aldermoor Medical,Surgical,Surgical,Ambient,20,46.3,36.0,32.7,0.0545,7.63,2.22,4,2,8,80.4,86.03999999999999,0.436
SG20016,Urinary Catheter 16Fr x50,Aldermoor Medical,Surgical,Surgical,Ambient,50,46.7,45.0,37.9,0.07965,12.38,0.68,4,2,8,90.8,124.04,0.6372
SG20017,Syringe Luer Lock 3ml x100,Aldermoor Medical,Surgical,Surgical,Ambient,20,60.8,33.7,30.5,0.06249,7.7,3.45,3,2,6,76.0,71.2,0.37494
SG20018,Latex Surgical Gloves Size 7.5 x50,Aldermoor Medical,Surgical,Surgical,Ambient,20,59.8,40.7,34.7,0.08445,7.96,7.5,2,4,8,153.8,88.68,0.6756
SG20019,Nitrile Examination Gloves Size L x50,Aldermoor Medical,Surgical,Surgical,Ambient,50,57.8,30.2,38.7,0.06755,5.64,1.83,6,2,12,92.4,92.67999999999999,0.8106
SG20020,Adhesive Wound Dressing 9x10cm x50,Aldermoor Medical,Surgical,Surgical,Ambient,100,57.4,36.6,35.7,0.075,6.42,7.89,4,3,12,122.10000000000001,102.03999999999999,0.8999999999999999
SG20021,Crepe Bandage 10cm x100,Aldermoor Medical,Surgical,Surgical,Ambient,10,40.7,43.1,30.8,0.05403,6.72,0.82,4,2,8,76.6,78.75999999999999,0.43224
SG20022,Crepe Bandage 7.5cm x100,Aldermoor Medical,Surgical,Surgical,Ambient,20,55.3,40.6,31.4,0.0705,10.03,3.88,4,4,16,140.6,185.48,1.128
SG20023,Blood Administration Set 20 drops/ml x100,Aldermoor Medical,Surgical,Surgical,Ambient,10,52.8,30.5,33.2,0.05347,6.45,0.69,5,3,15,114.60000000000001,121.75,0.8020499999999999
SG20024,Crepe Bandage 7.5cm x50,Aldermoor Medical,Surgical,Surgical,Ambient,100,47.5,31.5,38.4,0.05746,6.65,6.47,6,3,18,130.2,144.7,1.0342799999999999
SG20025,Syringe Luer Lock 5ml x50,Aldermoor Medical,Surgical,Surgical,Ambient,20,41.8,35.7,30.0,0.04477,7.0,2.33,4,3,12,105.0,109.0,0.5372399999999999
SG20026,Latex Surgical Gloves Size 7.5 x100,Aldermoor Medical,Surgical,Surgical,Ambient,50,53.3,41.6,35.6,0.07894,6.56,3.53,4,4,16,157.4,129.95999999999998,1.26304
SG20027,Gauze Swab 10x10cm x50,Aldermoor Medical,Surgical,Surgical,Ambient,50,47.4,35.0,37.4,0.06205,6.53,2.16,6,3,18,127.19999999999999,142.54000000000002,1.1169
SG20028,IV Cannula 20G x100,Aldermoor Medical,Surgical,Surgical,Ambient,50,55.6,41.0,38.4,0.08754,6.03,6.65,4,1,4,53.4,49.120000000000005,0.35016
SG20029,Infusion Set Standard x100,Aldermoor Medical,Surgical,Surgical,Ambient,100,46.4,39.3,43.4,0.07914,13.43,4.12,4,2,8,101.8,132.44,0.63312
SG20030,IV Cannula 18G x100,Aldermoor Medical,Surgical,Surgical,Ambient,20,41.1,33.0,35.4,0.04801,3.74,6.78,6,2,12,85.8,69.88,0.57612
SG20031,Urinary Catheter 14Fr x50,Aldermoor Medical,Surgical,Surgical,Ambient,100,53.1,32.4,41.7,0.07174,12.61,3.68,6,2,12,98.4,176.32,0.86088
SG20032,Hypodermic Needle 23G x100,Aldermoor Medical,Surgical,Surgical,Ambient,50,59.4,39.8,39.5,0.09338,12.19,6.14,2,2,4,94.0,73.75999999999999,0.37352
SG20033,Crepe Bandage 10cm x50,Aldermoor Medical,Surgical,Surgical,Ambient,20,56.0,37.6,44.2,0.09307,16.57,5.63,4,2,8,103.4,157.56,0.74456
