sku,description,principal,category,product_group,storage_condition,units_per_case,case_length_cm,case_width_cm,case_height_cm,case_cbm,case_weight_kg,unit_cost_nzd,ti_cases_per_layer,hi_layers
PH10507,Budesonide 200mcg Inhaler 120 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,100,51.5,27.9,19.6,0.02816,6.16,24.78,4,5
PH10508,Salbutamol 100mcg Inhaler 200 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,100,41.4,29.9,16.1,0.01993,4.59,28.88,8,5
PH10509,Budesonide/Formoterol 200/6mcg Inhaler 120 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,50,45.5,33.0,16.2,0.02432,5.17,27.24,6,6
PH10510,Salbutamol 100mcg Inhaler 120 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,100,46.2,29.0,23.9,0.03202,5.24,12.49,8,3
PH10511,Budesonide 200mcg Inhaler 200 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,50,48.8,25.5,20.9,0.02601,4.9,12.64,7,3
PH10512,Budesonide/Formoterol 200/6mcg Inhaler 200 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,100,42.8,34.8,17.6,0.02621,5.51,24.6,6,7
PH10513,Fluticasone 125mcg Inhaler 200 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,50,40.7,34.2,24.2,0.03368,5.71,18.05,5,2
PH10514,Tiotropium 18mcg Inhaler 200 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,100,49.5,29.0,22.4,0.03216,8.67,30.21,8,4
PH10515,Beclometasone 100mcg Inhaler 200 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,50,48.5,32.6,21.5,0.3399,7.24,13.79,6,6
PH10516,Ipratropium 20mcg Inhaler 200 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,50,41.8,26.1,20.5,0.02237,3.81,11.14,8,3
PH10517,Ipratropium 20mcg Inhaler 120 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,50,53.0,32.0,23.8,0.04036,9.97,15.54,6,5
PH10518,Growing-Up Milk Stage 3 800g Tin,Kinloch Nutrition,Pharma,Nutrition,Below 25C,24,30.8,25.6,23.6,0.01861,8.79,39.68,10,3
PH10519,Diabetic Nutrition Powder 400g Tin,Kinloch Nutrition,Pharma,Nutrition,Ambient,6,44.7,32.9,29.2,0.04294,16.41,17.31,6,3
PH10520,Adult Complete Nutrition Powder 400g Tin,Kinloch Nutrition,Pharma,Nutrition,Ambient,6,39.7,34.2,27.1,0.03679,17.81,29.37,6,3
PH10521,Infant Formula Stage 1 800g Tin,Kinloch Nutrition,Pharma,Nutrition,Below 25C,6,42.4,32.7,29.3,0.04062,18.28,15.91,6,3
PH10522,Infant Formula Stage 1 400g Tin,Kinloch Nutrition,Pharma,Nutrition,Below 25C,24,40.7,29.5,25.0,0.03002,12.74,20.58,8,4
PH10523,Weight Gain Powder 800g Tin,Kinloch Nutrition,Pharma,Nutrition,Ambient,24,39.5,31.0,20.2,0.02473,12.02,38.57,9,7
PH10524,Diabetic Nutrition Powder 800g Tin,Kinloch Nutrition,Pharma,Nutrition,Ambient,24,36.8,27.3,24.0,0.02411,10.86,35.6,9,2
PH10525,Senior Nutrition Powder 400g Tin,Kinloch Nutrition,Pharma,Nutrition,Ambient,6,41.5,29.3,21.1,0.02566,11.12,32.6,8,6
PH10526,Infant Formula Stage 2 800g Tin,Kinloch Nutrition,Pharma,Nutrition,Ambient,6,30.9,28.2,28.6,0.2492,9.83,44.78,12,4
PH10527,Weight Gain Powder 400g Tin,Kinloch Nutrition,Pharma,Nutrition,Ambient,24,42.8,31.0,29.3,0.03888,20.4,38.68,6,4
PH10528,High Protein Supplement 800g Tin,Kinloch Nutrition,Pharma,Nutrition,Below 25C,24,41.3,30.2,26.3,0.0328,14.6,21.93,6,5
PH10529,Senior Nutrition Powder 800g Tin,Kinloch Nutrition,Pharma,Nutrition,Ambient,12,30.5,30.4,26.0,0.02411,11.28,21.28,9,5
PH10530,Adult Complete Nutrition Powder 800g Tin,Kinloch Nutrition,Pharma,Nutrition,Below 25C,12,33.0,30.0,28.7,0.02841,15.0,25.64,12,3
PH10531,Growing-Up Milk Stage 3 400g Tin,Kinloch Nutrition,Pharma,Nutrition,Ambient,6,34.5,32.9,27.5,0.03121,16.63,31.67,9,2
PH10532,High Protein Supplement 400g Tin,Kinloch Nutrition,Pharma,Nutrition,Below 25C,24,35.0,28.6,23.2,0.02322,9.32,37.44,9,4
SG20001,IV Cannula 18G x50,Aldermoor Medical,Surgical,Surgical,Ambient,10,46.0,43.3,33.7,0.06712,8.91,6.3,4,4
SG20002,Syringe Luer Lock 3ml x50,Aldermoor Medical,Surgical,Surgical,Ambient,50,40.7,43.5,28.6,0.05063,8.27,2.17,4,5
SG20003,Syringe Luer Lock 10ml x100,Aldermoor Medical,Surgical,Surgical,Ambient,50,57.0,39.8,43.9,0.09959,8.11,1.79,4,2
SG20004,Adhesive Wound Dressing 9x10cm x100,Aldermoor Medical,Surgical,Surgical,Ambient,10,44.1,30.3,36.3,0.04851,5.7,6.99,6,3
SG20005,Adhesive Wound Dressing 6x7cm x50,Aldermoor Medical,Surgical,Surgical,Ambient,20,44.1,36.9,33.3,0.05419,8.13,7.3,4,4
SG20006,Latex Surgical Gloves Size 7 x100,Aldermoor Medical,Surgical,Surgical,Ambient,100,47.0,31.3,42.3,0.06223,9.97,6.94,6,3
SG20007,Infusion Set Standard x50,Aldermoor Medical,Surgical,Surgical,Ambient,20,57.0,36.1,29.5,0.0607,7.39,3.93,4,3
SG20008,Urinary Catheter 16Fr x100,Aldermoor Medical,Surgical,Surgical,Ambient,50,40.7,32.6,37.9,0.05029,4.08,0.54,5,2
SG20009,Nitrile Examination Gloves Size M x50,Aldermoor Medical,Surgical,Surgical,Ambient,100,45.0,31.7,33.1,0.04722,3.35,0.67,6,3
SG20010,Hypodermic Needle 21G x100,Aldermoor Medical,Surgical,Surgical,Ambient,100,61.6,32.6,27.3,0.05482,4.0,5.77,3,5
SG20011,Hypodermic Needle 21G x50,Aldermoor Medical,Surgical,Surgical,Ambient,20,56.5,35.9,26.6,0.5395,7.71,5.29,3,2
SG20012,Surgical Mask 3-Ply Standard x100,Aldermoor Medical,Surgical,Surgical,Ambient,10,46.0,35.2,39.2,0.06347,10.47,6.79,6,2
SG20013,Syringe Luer Lock 5ml x100,Aldermoor Medical,Surgical,Surgical,Ambient,20,64.3,31.2,31.4,0.06299,7.25,1.29,9,4
SG20014,IV Cannula 22G x100,Aldermoor Medical,Surgical,Surgical,Ambient,50,61.6,36.0,28.5,0.0632,9.31,1.73,3,3
SG20015,Gauze Swab 10x10cm x100,Aldermoor Medical,Surgical,Surgical,Ambient,20,46.3,36.0,32.7,0.0545,7.63,2.22,4,2
SG20016,Urinary Catheter 16Fr x50,Aldermoor Medical,Surgical,Surgical,Ambient,50,46.7,45.0,37.9,0.07965,12.38,0.68,4,2
SG20017,Syringe Luer Lock 3ml x100,Aldermoor Medical,Surgical,Surgical,Ambient,20,60.8,33.7,30.5,0.06249,7.7,3.45,3,2
SG20018,Latex Surgical Gloves Size 7.5 x50,Aldermoor Medical,Surgical,Surgical,Ambient,20,59.8,40.7,34.7,0.08445,7.96,7.5,2,4
SG20019,Nitrile Examination Gloves Size L x50,Aldermoor Medical,Surgical,Surgical,Ambient,50,57.8,30.2,38.7,0.06755,5.64,1.83,6,2
SG20020,Adhesive Wound Dressing 9x10cm x50,Aldermoor Medical,Surgical,Surgical,Ambient,100,57.4,36.6,35.7,0.075,6.42,7.89,4,3
SG20021,Crepe Bandage 10cm x100,Aldermoor Medical,Surgical,Surgical,Ambient,10,40.7,43.1,30.8,0.05403,6.72,0.82,4,2
SG20022,Crepe Bandage 7.5cm x100,Aldermoor Medical,Surgical,Surgical,Ambient,20,55.3,40.6,31.4,0.0705,10.03,3.88,4,4
SG20023,Blood Administration Set 20 drops/ml x100,Aldermoor Medical,Surgical,Surgical,Ambient,10,52.8,30.5,33.2,0.05347,6.45,0.69,5,3
SG20024,Crepe Bandage 7.5cm x50,Aldermoor Medical,Surgical,Surgical,Ambient,100,47.5,31.5,38.4,0.05746,6.65,6.47,6,3
SG20025,Syringe Luer Lock 5ml x50,Aldermoor Medical,Surgical,Surgical,Ambient,20,41.8,35.7,30.0,0.04477,7.0,2.33,4,3
SG20026,Latex Surgical Gloves Size 7.5 x100,Aldermoor Medical,Surgical,Surgical,Ambient,50,53.3,41.6,35.6,0.07894,6.56,3.53,4,4
SG20027,Gauze Swab 10x10cm x50,Aldermoor Medical,Surgical,Surgical,Ambient,50,47.4,35.0,37.4,0.06205,6.53,2.16,6,3
SG20028,IV Cannula 20G x100,Aldermoor Medical,Surgical,Surgical,Ambient,50,55.6,41.0,38.4,0.08754,6.03,6.65,4,1
SG20029,Infusion Set Standard x100,Aldermoor Medical,Surgical,Surgical,Ambient,100,46.4,39.3,43.4,0.07914,13.43,4.12,4,2
SG20030,IV Cannula 18G x100,Aldermoor Medical,Surgical,Surgical,Ambient,20,41.1,33.0,35.4,0.04801,3.74,6.78,6,2
SG20031,Urinary Catheter 14Fr x50,Aldermoor Medical,Surgical,Surgical,Ambient,100,53.1,32.4,41.7,0.07174,12.61,3.68,6,2
SG20032,Hypodermic Needle 23G x100,Aldermoor Medical,Surgical,Surgical,Ambient,50,59.4,39.8,39.5,0.09338,12.19,6.14,2,2
SG20033,Crepe Bandage 10cm x50,Aldermoor Medical,Surgical,Surgical,Ambient,20,56.0,37.6,44.2,0.09307,16.57,5.63,4,2
SG20034,IV Cannula 20G x50,Aldermoor Medical,Surgical,Surgical,Ambient,100,56.0,31.6,40.7,0.07202,6.84,2.88,6,2
SG20035,Gauze Swab 7.5x7.5cm x50,Aldermoor Medical,Surgical,Surgical,Ambient,50,54.3,34.3,41.6,0.07748,6.31,7.62,4,1
SG20036,Gauze Swab 7.5x7.5cm x100,Aldermoor Medical,Surgical,Surgical,Ambient,100,41.0,42.3,36.9,0.064,7.5,6.16,4,4
SG20037,Surgical Mask 3-Ply Standard x50,Aldermoor Medical,Surgical,Surgical,Ambient,10,44.1,34.5,31.0,0.04716,2.97,7.15,6,2
SG20038,Nitrile Examination Gloves Size L x100,Aldermoor Medical,Surgical,Surgical,Ambient,20,64.3,41.0,27.5,0.0725,11.88,3.35,2,2
SG20039,Latex Surgical Gloves Size 8 x50,Aldermoor Medical,Surgical,Surgical,Ambient,100,64.8,31.7,35.2,0.07231,8.68,4.5,3,3
SG20040,Latex Surgical Gloves Size 8 x100,Aldermoor Medical,Surgical,Surgical,Ambient,20,54.1,39.0,26.5,0.05591,4.7,3.86,4,2
SG20041,Nitrile Examination Gloves Size M x100,Aldermoor Medical,Surgical,Surgical,Ambient,50,52.3,40.6,32.0,0.06795,8.41,0.72,4,4
SG20042,Urinary Catheter 14Fr x100,Aldermoor Medical,Surgical,Surgical,Ambient,10,60.5,36.4,28.1,0.06188,10.62,2.17,3,3
SG20043,Latex Surgical Gloves Size 7 x50,Aldermoor Medical,Surgical,Surgical,Ambient,50,62.3,34.5,41.0,0.08812,10.99,2.82,3,2
SG20044,Nitrile Examination Gloves Size S x100,Aldermoor Medical,Surgical,Surgical,Ambient,20,62.2,36.6,44.1,0.10039,9.83,4.38,3,1
SG20045,Hypodermic Needle 23G x50,Aldermoor Medical,Surgical,Surgical,Ambient,50,44.7,41.8,34.2,0.0639,11.29,1.21,2,4
SG20046,Adhesive Wound Dressing 6x7cm x100,Aldermoor Medical,Surgical,Surgical,Ambient,50,45.8,43.1,36.8,0.07264,10.7,5.69,4,4
SG20047,Syringe Luer Lock 10ml x50,Aldermoor Medical,Surgical,Surgical,Ambient,20,56.7,36.6,31.2,0.06475,10.88,1.92,4,2
SG20048,Blood Administration Set 20 drops/ml x50,Aldermoor Medical,Surgical,Surgical,Ambient,50,58.2,34.1,34.0,0.06748,6.25,3.35,4,4
SG20049,Hepatitis B Surface Antigen Test 25 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,5,34.2,23.1,15.7,0.0124,2.83,274.54,12,9
SG20050,Troponin Rapid Test 100 Tests,Quintessa Diagnostics,Surgical,Diagnostics,Ambient,5,28.3,16.9,15.7,0.00751,0.0,208.67,21,5
SG20051,Dengue NS1 Rapid Test 100 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,1,24.2,20.0,19.5,0.00944,1.61,215.49,24,7
SG20052,Blood Glucose Test Strips 25 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,10,28.3,20.5,12.6,0.00731,1.19,80.68,16,10
SG20053,TSH Reagent Kit 25 Tests,Quintessa Diagnostics,Surgical,Diagnostics,Ambient,10,31.8,24.0,14.1,0.01076,2.57,270.48,15,6
SG20054,Pregnancy Test Strips 25 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,5,21.4,20.7,19.3,0.00855,1.67,143.06,20,5
SG20055,Urine Test Strips 10-Parameter 100 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,10,24.0,22.5,11.7,0.00632,0.85,151.9,20,11
SG20056,Urine Test Strips 10-Parameter 25 Tests,Quintessa Diagnostics,Surgical,Diagnostics,Ambient,5,34.9,21.5,18.8,0.01411,1.66,232.91,12,3
SG20057,HIV 1/2 Rapid Test 25 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,10,26.8,23.0,15.4,0.00949,2.06,160.1,14,5
SG20058,Troponin Rapid Test 25 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,1,33.7,16.5,13.9,0.00773,1.01,47.73,18,7
SG20059,Malaria Antigen Test 100 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,10,23.2,20.7,14.4,0.00692,1.42,111.26,20,4
SG20060,Blood Glucose Test Strips 100 Tests,Quintessa Diagnostics,Surgical,Diagnostics,Ambient,1,32.5,18.9,16.7,0.01026,1.9,130.86,18,8
SG20061,Dengue NS1 Rapid Test 25 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,10,21.1,15.5,15.1,0.00494,0.75,292.54,30,5
SG20062,CRP Reagent Kit 100 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,10,32.7,15.9,16.6,0.00863,1.53,250.14,21,4
SG20063,Hepatitis B Surface Antigen Test 100 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,5,28.4,22.8,11.4,0.00738,1.5,129.77,16,13
SG20064,HbA1c Reagent Kit 25 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,1,33.9,18.2,12.7,0.00784,1.12,56.09,15,5
SG20065,Cholesterol Reagent Kit 100 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,10,26.2,18.5,18.8,0.00911,1.36,200.23,20,6
SG20066,HIV 1/2 Rapid Test 100 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,10,24.4,15.5,11.0,0.00416,1.04,62.51,28,10
SG20067,TSH Reagent Kit 100 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,10,33.1,24.0,15.3,0.01215,1.74,42.82,15,7
SG20068,HbA1c Reagent Kit 100 Tests,Quintessa Diagnostics,Surgical,Diagnostics,Ambient,1,22.6,20.5,13.1,0.00607,0.97,225.85,20,8
